0, 19264.3
1, 19285.3
2, 19199.8
3, 19178.3
4, 19213.4
5, 19233
6, 19176.9
7, 19195.2
8, 19175.4
9, 19172.9
10, 19113.4
11, 19147.9
12, 19144.8
13, 19157.4
14, 19202.5
15, 19172.8
16, 19181.3
17, 19172.2
18, 19160.2
19, 19140
20, 19191.2
21, 19165
22, 19093.9
23, 19051.8
24, 19031.9
25, 18909
26, 18911.3
27, 18893.2
28, 18792.3
29, 18693.6
30, 18688.8
31, 18637.7
32, 18609.4
33, 18609.3
34, 18622.8
35, 18511.2
36, 18560.7
37, 18555.3
38, 18500.1
39, 18496.2
40, 18507.9
41, 18542.4
42, 18509.2
43, 18562.4
44, 18648.8
45, 18699.5
46, 18645.6
47, 18631.6
48, 18666.8
49, 18704.5
50, 18695.4
51, 18649.6
52, 18615.3
53, 18602.5
54, 18510.4
55, 18486.7
56, 18404.5
57, 18301.6
58, 18334.2
59, 18213.4
60, 18169.3
61, 18257.5
62, 18279.3
63, 18302.6
64, 18298.5
65, 18281.2
66, 18276.7
67, 18255.2
68, 18308
69, 18322.7
70, 18353.2
71, 18356.9
72, 18296.9
73, 18328.8
74, 18317.7
75, 18264.6
76, 18272.5
77, 18237.6
78, 18215.4
79, 18259.7
80, 18325.6
