22770	59.906	60.155	60.328	60.431	60.473	60.472	60.47	60.459	60.45	60.426	60.399	60.352	60.264	60.134	59.971	59.741	59.477	59.192	58.889	58.622
22759	59.899	60.151	60.325	60.428	60.476	60.482	60.476	60.469	60.444	60.439	60.404	60.358	60.261	60.147	59.963	59.75	59.49	59.185	58.898	58.6
22749	59.905	60.156	60.333	60.431	60.479	60.484	60.479	60.469	60.458	60.444	60.412	60.345	60.267	60.147	59.974	59.749	59.483	59.197	58.897	58.604
22739	59.91	60.16	60.324	60.437	60.474	60.488	60.479	60.475	60.452	60.44	60.415	60.356	60.273	60.141	59.971	59.756	59.495	59.191	58.896	58.62
22728	59.915	60.161	60.323	60.436	60.475	60.488	60.484	60.471	60.459	60.44	60.413	60.362	60.273	60.146	59.979	59.758	59.492	59.203	58.898	58.617
22718	59.918	60.16	60.335	60.438	60.485	60.487	60.487	60.474	60.466	60.449	60.416	60.361	60.275	60.155	59.976	59.757	59.494	59.2	58.897	58.609
22708	59.918	60.16	60.34	60.439	60.489	60.488	60.485	60.476	60.465	60.447	60.416	60.367	60.269	60.147	59.987	59.766	59.491	59.199	58.906	58.621
22697	59.925	60.166	60.351	60.443	60.484	60.498	60.493	60.485	60.466	60.457	60.42	60.369	60.29	60.157	59.987	59.767	59.505	59.204	58.909	58.608
22687	59.93	60.174	60.349	60.45	60.494	60.499	60.495	60.478	60.47	60.459	60.426	60.37	60.29	60.161	59.997	59.759	59.512	59.218	58.914	58.635
22677	59.926	60.179	60.345	60.449	60.497	60.507	60.502	60.488	60.47	60.454	60.422	60.375	60.292	60.161	59.99	59.779	59.517	59.22	58.907	58.628
22666	59.933	60.18	60.352	60.453	60.502	60.507	60.499	60.486	60.484	60.463	60.432	60.373	60.29	60.163	59.989	59.784	59.506	59.215	58.911	58.643
22656	59.933	60.177	60.351	60.459	60.492	60.503	60.502	60.485	60.476	60.467	60.436	60.379	60.3	60.164	60.007	59.781	59.517	59.221	58.927	58.634
22646	59.944	60.183	60.361	60.455	60.505	60.511	60.509	60.489	60.481	60.464	60.443	60.38	60.296	60.16	59.999	59.79	59.52	59.225	58.928	58.645
22636	59.947	60.187	60.362	60.464	60.503	60.513	60.505	60.495	60.481	60.469	60.441	60.387	60.312	60.173	60.012	59.785	59.526	59.236	58.925	58.64
22625	59.945	60.188	60.363	60.471	60.509	60.519	60.511	60.5	60.483	60.465	60.446	60.396	60.301	60.18	60.013	59.79	59.52	59.24	58.94	58.647
22615	59.954	60.197	60.365	60.468	60.513	60.516	60.51	60.5	60.493	60.479	60.453	60.396	60.304	60.184	60.009	59.794	59.534	59.239	58.934	58.649
22605	59.955	60.192	60.371	60.468	60.512	60.525	60.52	60.5	60.496	60.481	60.449	60.395	60.301	60.182	60.014	59.789	59.538	59.236	58.949	58.644
22595	59.95	60.201	60.377	60.474	60.515	60.53	60.514	60.512	60.499	60.475	60.45	60.397	60.312	60.192	60.02	59.797	59.532	59.245	58.944	58.657
22584	59.958	60.201	60.376	60.472	60.524	60.534	60.517	60.513	60.501	60.475	60.453	60.405	60.312	60.191	60.024	59.808	59.539	59.255	58.94	58.665
22574	59.957	60.206	60.378	60.474	60.522	60.528	60.52	60.504	60.498	60.487	60.458	60.399	60.32	60.199	60.015	59.813	59.545	59.255	58.946	58.668
22564	59.962	60.213	60.384	60.483	60.521	60.53	60.529	60.524	60.505	60.492	60.46	60.408	60.324	60.2	60.024	59.8	59.56	59.253	58.961	58.681
22554	59.965	60.212	60.386	60.483	60.522	60.535	60.538	60.513	60.514	60.491	60.469	60.414	60.325	60.206	60.028	59.806	59.552	59.255	58.955	58.685
22544	59.972	60.212	60.39	60.482	60.531	60.53	60.533	60.52	60.508	60.488	60.464	60.419	60.321	60.205	60.033	59.808	59.559	59.263	58.966	58.681
22533	59.982	60.218	60.379	60.49	60.536	60.535	60.533	60.522	60.508	60.496	60.469	60.418	60.324	60.211	60.039	59.814	59.557	59.27	58.96	58.694
22523	59.978	60.22	60.39	60.489	60.54	60.545	60.541	60.529	60.511	60.501	60.466	60.423	60.339	60.211	60.043	59.822	59.557	59.277	58.959	58.677
22513	59.984	60.227	60.391	60.5	60.546	60.545	60.539	60.538	60.517	60.512	60.481	60.427	60.33	60.226	60.039	59.828	59.57	59.293	58.988	58.686
22503	59.989	60.227	60.396	60.5	60.542	60.556	60.544	60.532	60.518	60.506	60.476	60.428	60.343	60.224	60.051	59.833	59.573	59.285	58.977	58.711
